Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,,,,,,,,
17-Hydroxyandrostan-3-one CTD 00006776,1/187,0.089681521,0.109108553,0,0,11.83034648,28.52876861,ESR1,,,,,,,,
D-Arginine BOSS,1/187,0.089681521,0.109108553,0,0,11.83034648,28.52876861,ESR1,,,,,,,,
liothyronine BOSS,1/187,0.089681521,0.109108553,0,0,11.83034648,28.52876861,ESR1,,,,,,,,
acetic acid BOSS,1/187,0.089681521,0.109108553,0,0,11.83034648,28.52876861,ESR1,,,,,,,,
ethanol BOSS,1/187,0.089681521,0.109108553,0,0,11.83034648,28.52876861,ESR1,,,,,,,,
Quercetin dihydrate BOSS,1/187,0.089681521,0.109108553,0,0,11.83034648,28.52876861,ESR1,,,,,,,,
Hydrogen BOSS,1/187,0.089681521,0.109108553,0,0,11.83034648,28.52876861,ESR1,,,,,,,,
D-glucose BOSS,1/188,0.090140975,0.109570656,0,0,11.76648841,28.31464758,ESR1,,,,,,,,
metformin BOSS,1/189,0.090600221,0.109837801,0,0,11.70330969,28.10314149,ESR1,,,,,,,,
Coke BOSS,1/189,0.090600221,0.109837801,0,0,11.70330969,28.10314149,ESR1,,,,,,,,
GLYCOPROTEIN BOSS,1/189,0.090600221,0.109837801,0,0,11.70330969,28.10314149,ESR1,,,,,,,,
actinomycin D CTD 00005748,1/190,0.091059258,0.109885591,0,0,11.64079953,27.89420531,ESR1,,,,,,,,
ciglitazone CTD 00001835,1/190,0.091059258,0.109885591,0,0,11.64079953,27.89420531,JUN,,,,,,,,
D-Norepinephrine d-bitartrate BOSS,1/190,0.091059258,0.109885591,0,0,11.64079953,27.89420531,ESR1,,,,,,,,
L-glutamic acid BOSS,1/190,0.091059258,0.109885591,0,0,11.64079953,27.89420531,ESR1,,,,,,,,
cholesterol BOSS,1/190,0.091059258,0.109885591,0,0,11.64079953,27.89420531,ESR1,,,,,,,,
anisomycin HL60 DOWN,2/1034,0.091221724,0.109885591,0,0,4.59253876,10.99666049,UBE2I;RPL37A,,,,,,,,
phenoxybenzamine MCF7 UP,1/191,0.091518087,0.109885591,0,0,11.57894737,27.687795,JUN,,,,,,,,
streptozocin BOSS,1/191,0.091518087,0.109885591,0,0,11.57894737,27.687795,ESR1,,,,,,,,
nitric oxide BOSS,1/191,0.091518087,0.109885591,0,0,11.57894737,27.687795,ESR1,,,,,,,,
formaldehyde BOSS,1/191,0.091518087,0.109885591,0,0,11.57894737,27.687795,ESR1,,,,,,,,
serine BOSS,1/191,0.091518087,0.109885591,0,0,11.57894737,27.687795,ESR1,,,,,,,,
1-Phosphatidyl-myo-inositol BOSS,1/192,0.091976707,0.11014791,0,0,11.51774287,27.48386752,ESR1,,,,,,,,
GONADORELIN BOSS,1/192,0.091976707,0.11014791,0,0,11.51774287,27.48386752,ESR1,,,,,,,,
Phetharbital BOSS,1/192,0.091976707,0.11014791,0,0,11.51774287,27.48386752,ESR1,,,,,,,,
ethisterone BOSS,1/193,0.092435118,0.110217264,0,0,11.45717593,27.28238077,ESR1,,,,,,,,
DICHLOROMETHANE BOSS,1/193,0.092435118,0.110217264,0,0,11.45717593,27.28238077,ESR1,,,,,,,,
cerivastatin BOSS,1/193,0.092435118,0.110217264,0,0,11.45717593,27.28238077,ESR1,,,,,,,,
diazepam BOSS,1/193,0.092435118,0.110217264,0,0,11.45717593,27.28238077,ESR1,,,,,,,,
Simvastatin and niacin BOSS,1/193,0.092435118,0.110217264,0,0,11.45717593,27.28238077,ESR1,,,,,,,,
furosemide BOSS,1/194,0.092893321,0.110285773,0,0,11.39723661,27.08329354,ESR1,,,,,,,,
PIPERONYL BUTOXIDE BOSS,1/194,0.092893321,0.110285773,0,0,11.39723661,27.08329354,ESR1,,,,,,,,
17-Hydroxy-17-methylandrost-4-en-3-one BOSS,1/194,0.092893321,0.110285773,0,0,11.39723661,27.08329354,ESR1,,,,,,,,
PLATINUM BOSS,1/194,0.092893321,0.110285773,0,0,11.39723661,27.08329354,ESR1,,,,,,,,
Aizen uranine BOSS,1/194,0.092893321,0.110285773,0,0,11.39723661,27.08329354,ESR1,,,,,,,,
UNII-CXY7B3Q98Z BOSS,1/195,0.093351317,0.110733976,0,0,11.33791523,26.88656558,ESR1,,,,,,,,
picrotoxinin PC3 DOWN,1/196,0.093809104,0.110799422,0,0,11.27920228,26.69215746,UBE2I,,,,,,,,
thioridazine PC3 UP,1/196,0.093809104,0.110799422,0,0,11.27920228,26.69215746,JUN,,,,,,,,
Dinoprostone BOSS,1/196,0.093809104,0.110799422,0,0,11.27920228,26.69215746,ESR1,,,,,,,,
2-Butanone BOSS,1/196,0.093809104,0.110799422,0,0,11.27920228,26.69215746,ESR1,,,,,,,,
water BOSS,1/196,0.093809104,0.110799422,0,0,11.27920228,26.69215746,ESR1,,,,,,,,
LAMININ BOSS,1/197,0.094266683,0.1110224,0,0,11.22108844,26.50003064,ESR1,,,,,,,,
tamoxifen BOSS,1/197,0.094266683,0.1110224,0,0,11.22108844,26.50003064,ESR1,,,,,,,,
5-Fluorouracil BOSS,1/197,0.094266683,0.1110224,0,0,11.22108844,26.50003064,ESR1,,,,,,,,
cyclophosphamide BOSS,1/198,0.094724054,0.1110224,0,0,11.16356458,26.31014737,ESR1,,,,,,,,
Acetylcholine bromide BOSS,1/198,0.094724054,0.1110224,0,0,11.16356458,26.31014737,ESR1,,,,,,,,
rapamycin BOSS,1/198,0.094724054,0.1110224,0,0,11.16356458,26.31014737,ESR1,,,,,,,,
Acid red 87 BOSS,1/198,0.094724054,0.1110224,0,0,11.16356458,26.31014737,ESR1,,,,,,,,
hydrocortisone BOSS,1/198,0.094724054,0.1110224,0,0,11.16356458,26.31014737,ESR1,,,,,,,,
Bisulfite BOSS,1/198,0.094724054,0.1110224,0,0,11.16356458,26.31014737,ESR1,,,,,,,,
alprazolam BOSS,1/199,0.095181217,0.11146328,0,0,11.10662177,26.12247076,ESR1,,,,,,,,
doxorubicin BOSS,1/200,0.095638172,0.111808092,0,0,11.05025126,25.93696465,ESR1,,,,,,,,
dopamine BOSS,1/200,0.095638172,0.111808092,0,0,11.05025126,25.93696465,ESR1,,,,,,,,
cephaeline MCF7 DOWN,1/201,0.09609492,0.112151492,0,0,10.99444444,25.75359368,RPL37A,,,,,,,,
L-thyroxine BOSS,1/201,0.09609492,0.112151492,0,0,10.99444444,25.75359368,ESR1,,,,,,,,
Capsaicin BOSS,1/202,0.09655146,0.112493487,0,0,10.93919292,25.57232323,ESR1,,,,,,,,
dexamethasone BOSS,1/202,0.09655146,0.112493487,0,0,10.93919292,25.57232323,ESR1,,,,,,,,
Pentadecafluorooctanoic acid CTD 00001078,1/203,0.097007792,0.112738786,0,0,10.88448845,25.3931194,ESR1,,,,,,,,
Vitamin D3 BOSS,1/203,0.097007792,0.112738786,0,0,10.88448845,25.3931194,ESR1,,,,,,,,
N-methyl-D-aspartic acid BOSS,1/203,0.097007792,0.112738786,0,0,10.88448845,25.3931194,ESR1,,,,,,,,
0179445-0000 MCF7 UP,1/204,0.097463917,0.113173291,0,0,10.83032293,25.215949,JUN,,,,,,,,
norgestrel CTD 00006422,1/205,0.097919835,0.113606824,0,0,10.77668845,25.04077953,ESR1,,,,,,,,
Capsaicin CTD 00005570,1/206,0.098375545,0.114039385,0,0,10.72357724,24.86757916,JUN,,,,,,,,
dimethyl sulfoxide CTD 00005842,1/207,0.098831048,0.114374704,0,0,10.67098166,24.69631671,ESR1,,,,,,,,
epinephrine BOSS,1/207,0.098831048,0.114374704,0,0,10.67098166,24.69631671,ESR1,,,,,,,,
(-)-Epigallocatechin gallate BOSS,1/212,0.101105459,0.116908497,0,0,10.41548183,23.86802606,ESR1,,,,,,,,
Tetradioxin CTD 00006848,Apr-68,0.10128718,0.117020285,0,0,2.873893022,6.58062711,JUN;MRPL17;GTF2H3;ESR1,,,,,,,,
MANGANESE CTD 00006240,1/213,0.101559721,0.117138454,0,0,10.36582809,23.70777116,JUN,,,,,,,,
PARAQUAT CTD 00006471,1/213,0.101559721,0.117138454,0,0,10.36582809,23.70777116,JUN,,,,,,,,
piperlongumine MCF7 UP,1/216,0.102921267,0.118609433,0,0,10.21963824,23.2373213,JUN,,,,,,,,
oxyphenbutazone BOSS,1/217,0.103374702,0.119032293,0,0,10.1718107,23.08385639,ESR1,,,,,,,,
bisacodyl MCF7 UP,1/218,0.103827932,0.119454209,0,0,10.12442396,22.93202531,JUN,,,,,,,,
progesterone BOSS,1/221,0.105186383,0.12091601,0,0,9.984848485,22.48609268,ESR1,,,,,,,,
[6-[6-(butanoylamino)purin-9-yl]-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-yl] butanoate CTD 00005796,1/224,0.106542981,0.122373241,0,0,9.849028401,22.0540113,JUN,,
resveratrol BOSS,1/225,0.106994769,0.12278966,0,0,9.804563492,21.91295754,ESR1,,,,,,,,
menadione CTD 00007386,2/1140,0.107797604,0.12360792,0,0,4.141476274,9.225137748,JUN;ESR1,,,,,,,,
vinblastine CTD 00006986,1/227,0.107897728,0.123619712,0,0,9.716814159,21.63518111,JUN,,,,,,,,
CADMIUM CTD 00005555,2/1142,0.108118569,0.123769676,0,0,4.13377193,9.195686425,JUN;ESR1,,,,,,,,
LITHIUM CHLORIDE CTD 00007226,1/231,0.109701181,0.125372779,0,0,9.54589372,21.09637877,ESR1,,,,,,,,
ethanol CTD 00005337,1/231,0.109701181,0.125372779,0,0,9.54589372,21.09637877,ESR1,,,,,,,,
Retinoic acid BOSS,1/232,0.110151531,0.125782994,0,0,9.504088504,20.9650527,ESR1,,,,,,,,
diethylstilbestrol CTD 00005818,1/233,0.110601677,0.126192294,0,0,9.462643678,20.83503839,ESR1,,,,,,,,
cephaeline PC3 DOWN,1/234,0.111051617,0.126600683,0,0,9.421554602,20.70631742,RPL37A,,,,,,,,
3,3',4,4',5-Pentachlorobiphenyl CTD 00001077,1/237,0.112400209,0.128032026,0,0,9.300376648,20.32773543,ESR1,,,,
puromycin HL60 DOWN,1/240,0.113746959,0.129351914,0,0,9.182240818,19.96016183,RPL37A,,,,,,,,
tolnaftate PC3 DOWN,1/240,0.113746959,0.129351914,0,0,9.182240818,19.96016183,RPL37A,,,,,,,,
puromycin MCF7 UP,1/242,0.114643771,0.130264103,0,0,9.105117566,19.72100725,JUN,,,,,,,,
digoxigenin HL60 UP,1/244,0.115539766,0.131065719,0,0,9.029263832,19.48642012,RPL37A,,,,,,,,
emetine MCF7 DOWN,1/244,0.115539766,0.131065719,0,0,9.029263832,19.48642012,RPL37A,,,,,,,,
ouabain MCF7 UP,1/246,0.116434944,0.131972391,0,0,8.954648526,19.2562784,JUN,,,,,,,,
rapamycin CTD 00007350,1/247,0.116882228,0.132370325,0,0,8.917795845,19.14283758,ESR1,,,,,,,,
HEMATOXYLIN BOSS,1/251,0.118669324,0.134283709,0,0,8.773333333,18.69960937,ESR1,,,,,,,,
TPEN CTD 00001994,1/253,0.119561652,0.135182278,0,0,8.702821869,18.48412465,JUN,,,,,,,,
digoxigenin MCF7 UP,1/255,0.120453166,0.135966822,0,0,8.633420822,18.2725857,JUN,,,,,,,,
mitoxantrone CTD 00006345,1/255,0.120453166,0.135966822,0,0,8.633420822,18.2725857,JUN,,,,,,,,
alsterpaullone MCF7 UP,1/256,0.120898618,0.136357785,0,0,8.59912854,18.16826418,UBE2I,,,,,,,,
curcumin BOSS,1/257,0.121343867,0.13674788,0,0,8.565104167,18.06489149,ESR1,,,,,,,,
emetine PC3 DOWN,1/260,0.122678397,0.137919582,0,0,8.464607465,17.76034631,RPL37A,,,,,,,,
zuclopenthixol PC3 DOWN,1/260,0.122678397,0.137919582,0,0,8.464607465,17.76034631,UBE2I,,,,,,,,
genistein CTD 00007324,2/1231,0.12268428,0.137919582,0,0,3.816314076,8.007165244,JUN;ESR1,,,,,,,,
ascorbic acid CTD 00005445,1/261,0.123122835,0.138186803,0,0,8.431623932,17.66064984,ESR1,,,,,,,,
cyclopenthiazide PC3 DOWN,1/261,0.123122835,0.138186803,0,0,8.431623932,17.66064984,UBE2I,,,,,,,,
Premarin CTD 00005926,1/265,0.124898561,0.140065542,0,0,8.302188552,17.27065584,ESR1,,,,,,,,
picrotoxinin PC3 UP,1/266,0.125341986,0.140448349,0,0,8.270440252,17.17530091,ESR1,,,,,,,,
digoxin HL60 UP,1/267,0.125785209,0.140715812,0,0,8.23893066,17.08078226,JUN,,,,,,,,
niclosamide HL60 DOWN,1/267,0.125785209,0.140715812,0,0,8.23893066,17.08078226,MRPL17,,,,,,,,
MG-132 MCF7 UP,1/270,0.127113667,0.142086438,0,0,8.145807518,16.80214196,JUN,,,,,,,,
2-Nonenal, 4-hydroxy-, (2E,4R)- CTD 00001295,1/274,0.128882117,0.14394626,0,0,8.024827025,16.44172397,JUN,,,,,
azacyclonol HL60 UP,1/275,0.129323725,0.14432234,0,0,7.99513382,16.35353872,ESR1,,,,,,,,
melphalan CTD 00006262,1/279,0.131088144,0.146172841,0,0,7.878497202,16.00820286,ESR1,,,,,,,,
Arsenenous acid CTD 00000922,2/1283,0.131434739,0.146426824,0,0,3.651249024,7.409278222,JUN;ESR1,,,,,,,,
cyclophosphamide CTD 00005734,1/280,0.131528746,0.146426824,0,0,7.849860613,15.92367659,ESR1,,,,,,,,
arbutin CTD 00005438,1/282,0.132409346,0.147288003,0,0,7.793198893,15.75673412,JUN,,,,,,,,
arsenite CTD 00000779,2/1300,0.134331152,0.149305061,0,0,3.600154083,7.227119393,JUN;ESR1,,,,,,,,
GW-8510 PC3 DOWN,2/1312,0.136385861,0.151466461,0,0,3.564885496,7.102204424,RPL37A;MRPL16,,,,,,,,
ajmaline HL60 UP,1/294,0.137676093,0.152776051,0,0,7.469472886,14.81085558,ESR1,,,,,,,,
digoxigenin PC3 UP,1/296,0.138551081,0.153623116,0,0,7.418079096,14.66195357,JUN,,,,,,,,
3-methylcholanthrene CTD 00006310,1/297,0.138988275,0.153983789,0,0,7.392642643,14.58838744,ESR1,,,,,,,,
hydrogen peroxide CTD 00006118,Mar-73,0.139205096,0.15409993,0,0,2.780096308,5.481813139,JUN;ESR1;MRPL22,,,,,,,,
H-7 MCF7 DOWN,2/1332,0.13982866,0.154665785,0,0,3.507518797,6.900473122,JUN;RPL37A,,,,,,,,
levonorgestrel HL60 DOWN,1/300,0.14029866,0.155061009,0,0,7.317354143,14.37115068,RPL37A,,,,,,,,
mitomycin C CTD 00007136,1/308,0.14378425,0.158785817,0,0,7.123778502,13.81615072,ESR1,,,,,,,,
Retinoic acid CTD 00006918,Apr-58,0.144625913,0.159587215,0,0,2.466071149,4.76840696,JUN;UBE2I;GTF2H3;ESR1,,,,,,,,
H-7 PC3 DOWN,2/1361,0.144860103,0.15971755,0,0,3.427336277,6.62156847,JUN;RPL37A,,,,,,,,
MG-262 MCF7 UP,1/312,0.145522271,0.160319171,0,0,7.030725259,13.55120365,JUN,,,,,,,,
MG-262 PC3 UP,1/320,0.14898879,0.16400686,0,0,6.851619645,13.04469045,JUN,,,,,,,,
digoxin MCF7 UP,1/324,0.150717299,0.165512373,0,0,6.765393877,12.80248896,JUN,,,,,,,,
cycloheximide CTD 00005731,1/324,0.150717299,0.165512373,0,0,6.765393877,12.80248896,ESR1,,,,,,,,
helveticoside PC3 UP,1/324,0.150717299,0.165512373,0,0,6.765393877,12.80248896,JUN,,,,,,,,
thiostrepton HL60 DOWN,1/325,0.151148932,0.165854012,0,0,6.744170096,12.7430394,UBE2I,,,,,,,,
Torcetrapib CTD 00004291,1/327,0.152011607,0.166576546,0,0,6.702113156,12.62543006,JUN,,,,,,,,
Pirinixic acid CTD 00000280,2/1402,0.152049521,0.166576546,0,0,3.319642857,6.252710026,JUN;UBE2I,,,,,,,,
digitoxigenin MCF7 UP,1/328,0.152442648,0.16687437,0,0,6.681277608,12.56726159,JUN,,,,,,,,
thapsigargin PC3 DOWN,1/329,0.152873492,0.167212976,0,0,6.660569106,12.50951158,UBE2I,,,,,,,,
menadione HL60 UP,1/334,0.155024756,0.169296876,0,0,6.558892226,12.22689313,JUN,,,,,,,,
mifepristone CTD 00007083,1/334,0.155024756,0.169296876,0,0,6.558892226,12.22689313,ESR1,,,,,,,,
indomethacin CTD 00006147,1/335,0.155454418,0.169631467,0,0,6.538922156,12.17156749,JUN,,,,,,,,
clopamide HL60 DOWN,1/345,0.15974024,0.174170024,0,0,6.345607235,11.63915265,MRPL22,,,,,,,,
benzo[a]pyrene CTD 00005488,Apr-24,0.16104782,0.175456691,0,0,2.34841629,4.288334815,JUN;UBE2I;MRPS11;ESR1,,,,,,,,
5-azacytidine CTD 00005455,1/352,0.162728658,0.177147653,0,0,6.216840772,11.28773837,ESR1,,,,,,,,
cicloheximide MCF7 UP,1/354,0.163580733,0.177934457,0,0,6.180988354,11.1903619,JUN,,,,,,,,
helveticoside MCF7 UP,1/355,0.164006478,0.178256646,0,0,6.163214062,11.14216255,JUN,,,,,,,,
glibenclamide HL60 UP,1/366,0.168676814,0.183188079,0,0,5.97412481,10.63257251,ESR1,,,,,,,,
(17S)-17-hydroxy-13,17-dimethyl-1,2,6,7,8,14,15,16-octahydrocyclopenta[a]phenanthren-3-one CTD 00007088,1/367,0.169100224,0.183503082,0,0,5.957498482,10.5880458,MRPS11
0175029-0000 MCF7 UP,1/368,0.169523439,0.183672639,0,0,5.940962761,10.5438073,ESR1,,,,,,,,
scopolamine PC3 DOWN,1/368,0.169523439,0.183672639,0,0,5.940962761,10.5438073,UBE2I,,,,,,,,
3'-Azido-3'-deoxythymidine CTD 00007047,1/374,0.172058659,0.186272789,0,0,5.843610366,10.28428569,ESR1,,,,,,,,
sanguinarine MCF7 DOWN,1/376,0.172902184,0.18703884,0,0,5.811851852,10.19997004,RPL37A,,,,,,,,
cicloheximide PC3 UP,1/378,0.173744934,0.187655439,0,0,5.780430298,10.11671806,JUN,,,,,,,,
proscillaridin MCF7 UP,1/378,0.173744934,0.187655439,0,0,5.780430298,10.11671806,JUN,,,,,,,,
ouabain HL60 UP,1/379,0.17416602,0.187962701,0,0,5.764844209,10.07548512,JUN,,,,,,,,
ampyrone HL60 UP,1/380,0.174586912,0.188269272,0,0,5.749340369,10.03451116,ESR1,,,,,,,,
daunorubicin PC3 DOWN,1/381,0.175007611,0.188575155,0,0,5.733918129,9.993793909,JUN,,,,,,,,
atrazine CTD 00005450,Mar-68,0.175622546,0.18908969,0,0,2.460852807,4.280452188,JUN;MRPS11;ESR1,,,,,,,,
meclofenoxate HL60 UP,1/387,0.177527757,0.190991551,0,0,5.643062752,9.754757998,RPL37A,,,,,,,,
Medroxyprogesterone acetate CTD 00006623,1/389,0.178366265,0.191743734,0,0,5.613402062,9.677034621,ESR1,,,,,,,,
NICKEL CHLORIDE CTD 00001064,1/399,0.182547273,0.195932174,0,0,5.469570073,9.30235002,ESR1,,,,,,,,
ellipticine PC3 DOWN,1/399,0.182547273,0.195932174,0,0,5.469570073,9.30235002,RPL37A,,,,,,,,
Dronabinol CTD 00006853,1/402,0.183797836,0.197120672,0,0,5.427819341,9.194285449,JUN,,,,,,,,
lanatoside C MCF7 UP,1/405,0.185046677,0.198305474,0,0,5.386688669,9.088136575,JUN,,,,,,,,
thapsigargin MCF7 UP,1/407,0.185878282,0.199041647,0,0,5.359605911,9.018411716,JUN,,,,,,,,
lanatoside C PC3 UP,1/411,0.187539202,0.200664029,0,0,5.306233062,8.88139981,JUN,,,,,,,,
resveratrol CTD 00002483,2/1601,0.188040856,0.201044458,0,0,2.875390869,4.805054246,JUN;ESR1,,,,,,,,
Pentabromodiphenyl ether CTD 00003077,1/415,0.189197071,0.202123579,0,0,5.253891573,8.747551388,ESR1,,,,,,,,
ouabain PC3 UP,1/416,0.189611062,0.202408705,0,0,5.240963855,8.7145717,JUN,,,,,,,,
paclitaxel PC3 DOWN,1/417,0.190024863,0.202693187,0,0,5.228098291,8.681781893,MRPS11,,,,,,,,
digitoxigenin HL60 UP,1/421,0.191678166,0.204140214,0,0,5.177248677,8.552491407,JUN,,,,,,,,
dexamethasone CTD 00005779,1/421,0.191678166,0.204140214,0,0,5.177248677,8.552491407,ESR1,,,,,,,,
VALPROIC ACID CTD 00006977,Jun-12,0.193442459,0.205859879,0,0,2.110040934,3.466322874,JUN;UBE2I;MRPS11;RPL37A;MRPL16;ESR1,,,,,,,,
diclofenac CTD 00005804,1/427,0.194152426,0.206455748,0,0,5.102764737,8.364001525,JUN,,,,,,,,
8-azaguanine HL60 UP,1/428,0.194564139,0.206733788,0,0,5.090554254,8.333203746,JUN,,,,,,,,
primaquine PC3 UP,1/434,0.197030446,0.209192819,0,0,5.018475751,8.151997021,JUN,,,,,,,,
2-Methylcholine CTD 00002006,2/1666,0.200125816,0.212315438,0,0,2.753305288,4.429542413,JUN;MRPL22,,,,,,,,
strophanthidin PC3 UP,1/459,0.207233731,0.219686914,0,0,4.738476468,7.457925955,JUN,,,,,,,,
tyrphostin AG-825 MCF7 DOWN,1/462,0.208450251,0.220806424,0,0,4.706917329,7.380704654,RPL37A,,,,,,,,
theophylline CTD 00006862,1/472,0.21249319,0.224915869,0,0,4.604623732,7.131849991,ESR1,,,,,,,,
digitoxigenin PC3 UP,1/483,0.216918951,0.229247678,0,0,4.497003227,6.872461958,JUN,,,,,,,,
digoxin PC3 UP,1/483,0.216918951,0.229247678,0,0,4.497003227,6.872461958,JUN,,,,,,,,
cicloheximide HL60 UP,1/485,0.217721225,0.229918961,0,0,4.477961433,6.826830507,JUN,,,,,,,,
ouabain MCF7 DOWN,1/486,0.218122085,0.230165636,0,0,4.468499427,6.804185643,RPL37A,,,,,,,,
vorinostat MCF7 DOWN,1/492,0.220523363,0.232521186,0,0,4.412536773,6.670659674,ESR1,,,,,,,,
Decitabine CTD 00000750,2/1800,0.225428381,0.237511066,0,0,2.529477197,3.76829566,JUN;ESR1,,,,,,,,
lycorine PC3 UP,1/508,0.226894358,0.238872714,0,0,4.269778654,6.333237799,JUN,,,,,,,,
cephaeline PC3 UP,1/514,0.229271372,0.241190679,0,0,4.218540178,6.213272455,JUN,,,,,,,,
ellipticine MCF7 DOWN,1/515,0.229666901,0.241422197,0,0,4.210116732,6.19360914,RPL37A,,,,,,,,
GDC-0941 CTD 00004868,1/533,0.236755253,0.24868338,0,0,4.063909774,5.854990059,MRPL17,,,,,,,,
helveticoside HL60 DOWN,1/534,0.237147324,0.2489052,0,0,4.056076715,5.836993374,UBE2I,,,,,,,,
fisetin PC3 DOWN,1/541,0.239886746,0.251588538,0,0,4.002057613,5.71329086,JUN,,,,,,,,
piroxicam CTD 00006571,1/549,0.243006671,0.254472739,0,0,3.942011354,5.57663095,MRPL16,,,,,,,,
ouabain HL60 DOWN,1/549,0.243006671,0.254472739,0,0,3.942011354,5.57663095,MRPL17,,,,,,,,
POTASSIUM DICHROMATE CTD 00006598,1/556,0.245727145,0.257125895,0,0,3.890890891,5.460995802,JUN,,,,,,,,
Tamibarotene CTD 00002527,1/559,0.246890367,0.258146767,0,0,3.869374751,5.412523573,ESR1,,,,,,,,
aspirin CTD 00005447,1/561,0.247664951,0.25876004,0,0,3.85515873,5.380561962,JUN,,,,,,,,
NICKEL SULFATE CTD 00001417,1/576,0.253451514,0.264604919,0,0,3.751690821,5.149506069,JUN,,,,,,,,
calcitriol CTD 00005558,Feb-58,0.255763283,0.26681598,0,0,2.3049591,3.142818505,JUN;ESR1,,,,,,,,
trichostatin A MCF7 DOWN,1/588,0.25805189,0.268999546,0,0,3.672723831,4.975051837,ESR1,,,,,,,,
cytarabine CTD 00005743,1/594,0.260342496,0.271181889,0,0,3.634438823,4.891072293,JUN,,,,,,,,
benzene CTD 00005481,1/615,0.268309585,0.279269281,0,0,3.506333695,4.612980982,JUN,,,,,,,,
sulpiride PC3 DOWN,1/617,0.269064313,0.279843155,0,0,3.494588745,4.587713042,RPL37A,,,,,,,,
proscillaridin HL60 DOWN,1/620,0.27019509,0.280806982,0,0,3.477113624,4.550189222,MRPL17,,,,,,,,
ambroxol PC3 DOWN,1/622,0.270948067,0.281377011,0,0,3.465557345,4.525422203,MRPS11,,,,,,,,
amiodarone CTD 00005381,1/625,0.272076221,0.282335505,0,0,3.448361823,4.488639575,JUN,,,,,,,,
emetine MCF7 UP,1/637,0.276573143,0.286785716,0,0,3.381201957,4.345791122,JUN,,,,,,,,
staurosporine MCF7 DOWN,1/649,0.281045046,0.291203301,0,0,3.316529492,4.209472938,RPL37A,,,,,,,,
irinotecan MCF7 UP,1/671,0.289178969,0.299405765,0,0,3.2039801,3.975208588,JUN,,,,,,,,
meclofenoxate HL60 DOWN,1/713,0.304477756,0.315008566,0,0,3.008426966,3.577492723,UBE2I,,,,,,,,
TERBUFOS CTD 00000658,1/715,0.305198821,0.315517339,0,0,2.999688764,3.560006156,JUN,,,,,,,,
anisomycin MCF7 UP,1/718,0.306279157,0.316396486,0,0,2.986672865,3.534005503,JUN,,,,,,,,
metronidazole PC3 DOWN,1/745,0.315934363,0.326125794,0,0,2.874253286,3.311774415,UBE2I,,,,,,,,
medrysone HL60 DOWN,1/760,0.321245948,0.331360138,0,0,2.815253989,3.196856762,RPL37A,,,,,,,,
cephaeline HL60 UP,1/767,0.32371196,0.333653676,0,0,2.788511749,3.145165667,JUN,,,,,,,,
parathion CTD 00006472,1/776,0.326870698,0.336657246,0,0,2.75483871,3.080434763,ESR1,,,,,,,,
Vitinoin CTD 00007069,1/780,0.328270315,0.337845889,0,0,2.740122664,3.052271629,ESR1,,,,,,,,
emetine PC3 UP,1/801,0.335575423,0.345105966,0,0,2.665277778,2.910239567,JUN,,,,,,,,
Caspan CTD 00000180,1/808,0.337994522,0.347334177,0,0,2.641195098,2.864971912,ESR1,,,,,,,,
sulfaguanidine PC3 UP,1/809,0.33833946,0.347429177,0,0,2.637788779,2.858586388,ESR1,,,,,,,,
cephaeline MCF7 UP,1/811,0.33902885,0.347877478,0,0,2.631001372,2.845875442,JUN,,,,,,,,
emetine HL60 UP,1/849,0.352005038,0.360923198,0,0,2.50812369,2.618756505,JUN,,,,,,,,
Copper sulfate CTD 00007279,Apr-16,0.352504728,0.361166422,0,0,1.550011089,1.616182992,JUN;MRPS11;MRPL16;MRPL17,,,,,,,,
ARSENIC CTD 00005442,1/853,0.353357525,0.3617708,0,0,2.495826813,2.596346026,ESR1,,,,,,,,
lycorine HL60 DOWN,1/862,0.356391338,0.364605562,0,0,2.468576591,2.546894376,UBE2I,,,,,,,,
Cianidanol CTD 00005600,1/870,0.359077299,0.367080508,0,0,2.444828027,2.504035882,MRPL16,,,,,,,,
Silica CTD 00006678,1/898,0.368398907,0.376330286,0,0,2.365043974,2.36170676,JUN,,,,,,,,
anisomycin PC3 UP,1/899,0.368729553,0.376388624,0,0,2.362286563,2.356833987,JUN,,,,,,,,
zalcitabine PC3 UP,1/902,0.369720556,0.377120449,0,0,2.354051054,2.342299188,ESR1,,,,,,,,
67526-95-8 CTD 00007263,1/953,0.38635479,0.393795697,0,0,2.221988796,2.113109538,JUN,,,,,,,,
Enterolactone CTD 00001393,1/971,0.392130675,0.39938698,0,0,2.178694158,2.039606626,JUN,,,,,,,,
diazinon CTD 00005790,1/1027,0.40978856,0.417062913,0,0,2.053714533,1.832147404,ESR1,,,,,,,,
phenobarbital CTD 00006510,1/1129,0.440769082,0.44826183,0,0,1.857959023,1.522103508,JUN,,,,,,,,
trichostatin A PC3 DOWN,1/1133,0.441953608,0.449134538,0,0,1.851001178,1.51143568,MRPL16,,,,,,,,
anisomycin HL60 UP,1/1142,0.44461054,0.451501184,0,0,1.835524394,1.487796357,JUN,,,,,,,,
